Where,lat,lng
Illinois Waukegan,42.3636331,-87.84479379999999
Germany Bad Rodach,50.3412945,10.7785342
United Kingdom Ross-on-Wye,51.91445,-2.582446
Washington St. John,47.09155579999999,-117.5818643
Italy Trabia,38.0006815,13.6461308
Maryland Crofton,39.0017772,-76.68746709999999
West Virginia Cross Lanes,38.4203709,-81.7906847
Arkansas McRea,35.1128642,-91.8223618
Nevada Sparks,39.5349112,-119.7526886
Nevada Fernley,39.6079683,-119.2518349
Oregon Pendleton,45.672075,-118.7885967
France Chambéry,45.564601,5.917781
Wisconsin Franklin,42.888627,-88.03841949999999
Massachusetts Newburyport,42.8125913,-70.87727509999999
South Carolina Anderson,34.5034394,-82.6501332
Montana Missoula,46.8721284,-113.9940314
Missouri East Prairie,36.7797776,-89.38562979999999
Missouri Jackson,37.3822732,-89.6662063
Spain Alcala de Guadaira,37.3396769,-5.8418054
Spain Ferrol,43.48964600000001,-8.2193451
Spain Foz,43.5694522,-7.258041800000001
Spain Lugo,43.0097384,-7.5567582
Spain Marin,42.3914848,-8.7020824
Spain Ourense,42.33578929999999,-7.863880999999998
Spain Pontevedra,42.4298846,-8.6446202
Spain Mairena del Aljarafe,37.33973100000001,-6.062624599999999
Spain Ribeira,42.5540645,-8.9922481
Spain Colmenar,36.9048387,-4.3367416
Spain Oviedo,43.3619145,-5.8493887
Spain Vilalba,43.2974899,-7.6807717
Spain Madrid,40.4167754,-3.7037902
Virginia Emporia,36.6859829,-77.5424809
Florida Spring Hill,28.4831682,-82.5369872
Nebraska Auburn,40.3947236,-95.83221909999999
New York Patchogue,40.7659783,-73.01934299999999
New York Portville,42.03867640000001,-78.3408496
California Cupertino,37.3229978,-122.0321823
West Virginia Midway,37.7195589,-81.2370454
Nevada Boulder City,35.9782216,-114.8345117
New Hampshire Exeter,42.9814292,-70.9477546
Louisiana New Orleans,29.95106579999999,-90.0715323
Ohio Danville,40.4475643,-82.2601584
Connecticut Washington Depot,41.6556691,-73.31826439999999
Minnesota Clarks Grove,43.763832,-93.3292623
Florida Pompano Beach,26.2378597,-80.1247667
Indiana Shelbyville,39.5214373,-85.7769238
Oregon Corbett,45.5317887,-122.2912175
Germany Bad Oeynhausen,52.2084623,8.8009706
Arizona Ganado,35.71140219999999,-109.5420492
California Rancho California,34.10639889999999,-117.5931084
Massachusetts Marblehead,42.49995819999999,-70.8578024
Massachusetts Scituate,42.195929,-70.7258633
New Jersey Haddon Heights,39.87733559999999,-75.0646165
Virginia Dale City,38.6370622,-77.31109459999999
Wisconsin Chilton,44.0288803,-88.16287849999999
Texas Grapevine,32.9342919,-97.0780654
Virginia Fairfax/Richmond,37.5007006,-77.5391672
Louisiana Hayes,30.1092293,-92.9189964
California Los Molinos,40.0212683,-122.1002666
New York West Babylon,40.718155,-73.354287
Romania Unknown,NAN,NAN
New Jersey Camden,39.9259463,-75.1196199
South Carolina Spartanburg,34.9495672,-81.9320482
New York Philadelphia,40.0876473,-74.9610288
North Carolina Hertford,36.1901579,-76.4660519
South Carolina ,33.836081,-81.1637245
Missouri Charleston,36.9208854,-89.35063099999999
Washington Cheney,47.4873895,-117.5757622
Puerto Rico Juana Diaz,18.0534372,-66.5075079
Indiana Mount Vernon,37.9322662,-87.8950267
Massachusetts Boston,42.3600825,-71.0588801
Indiana Carlisle,38.9623034,-87.40255719999999
Pennsylvania State College,40.7933949,-77.8600012
Indiana Bluffton,40.7386579,-85.17163680000002
Indiana Milford,41.4097696,-85.84554820000001
Nebraska Wayne,42.2305588,-97.0178236
New York Vernon,43.0753283,-75.50437610000002
Missouri Independence,39.0911161,-94.41550679999999
Italy La Spezia,44.1024504,9.824082599999999
Puerto Rico Aquada,18.3801579,-67.188704
Texas Rio Hondo,26.2353516,-97.5819319
Connecticut ,41.6032207,-73.087749
California Apple Valley,34.5008311,-117.1858759
Iowa Emerson,41.0172179,-95.4022179
California Perris,33.7825194,-117.2286478
Texas The Woodlands,30.1658207,-95.46126249999999
Italy Unknown,NAN,NAN
Utah Kearns,40.6599468,-111.9963275
Georgia Albany,31.5785074,-84.15574099999999
South Carolina Walhalla,34.7648176,-83.06404169999999
Illinois Libertyville,42.2830786,-87.9531303
Virginia Winchester,39.1856597,-78.1633341
West Virginia Inwood,39.3578781,-78.0399994
Ohio Galloway,39.913345,-83.162972
Virginia Martinsville,36.6915262,-79.8725386
Tennessee Shelbyville,35.483406,-86.46027169999999
West Virginia Bluefield,37.2698395,-81.2223195
Delaware Dagsboro,38.5492801,-75.2457443
Florida Cape Coral,26.5628537,-81.9495331
Louisiana Leesville,31.1435194,-93.260998
Massachusetts Needham,42.2809285,-71.23775479999999
Norway Skreia,60.65260079999999,10.9355469
Maryland Unknown,39.2717467,-76.7318627
New York Fredonia,42.4400576,-79.3317105
Arizona Chandler,33.3061605,-111.8412502
Alabama Wetumpka,32.5437448,-86.2119127
New York Brentwood,40.7812093,-73.2462273
Kansas Uniontown,37.8472619,-94.97524949999999
Maine Addison,44.6184102,-67.7441645
Wisconsin Sun Prairie,43.1836046,-89.2137254
Florida Fort Lauderdale,26.1224386,-80.13731740000001
Missouri Aurora,36.970891,-93.717979
Kentucky Bellevue,39.1064488,-84.478831
Connecticut Meriden,41.5381535,-72.80704349999999
New York Allegany,42.0900647,-78.4941887
Canada Conception Harbour,47.44126199999999,-53.219434
Florida Alva,26.7156236,-81.6100797
Massachusetts Webster,42.05009099999999,-71.88006279999999
New Jersey Millville,39.4020596,-75.0393438
New Jersey Neshanic Station,40.5083341,-74.7296815
Michigan Port Huron,42.9708634,-82.42491419999999
Connecticut Terryville,41.6781533,-73.01093929999999
Missouri Houston,37.3261588,-91.95598799999999
Romania Beius,46.6674534,22.3575717
Pennsylvania Lakeville,41.438144,-75.27656689999999
North Carolina Southern Pines,35.1740471,-79.3922539
Canada Fredericton,45.9635895,-66.6431151
Massachusetts Haverhill,42.7762015,-71.0772796
New York Potsdam,44.6697805,-74.9813084
Illinois Palos Hills,41.6966992,-87.8169984
New Jersey Camden County,39.8592439,-75.0143824
Florida Bay City,29.7565997,-85.020467
Pennsylvania Allentown,40.6022939,-75.4714098
Puerto Rico Anasco,18.2854476,-67.1402935
Massachusetts Hudson,42.39173599999999,-71.56613899999999
Germany Chemnitz,50.827845,12.9213697
Germany Eldorf,50.9392493,6.5635008
Germany Densborn,50.12302529999999,6.601758
Germany Wunstorf,52.4207534,9.4432827
Oklahoma Antlers,34.231212,-95.6202476
Texas Del Rio,29.3708857,-100.8958674
Puerto Rico Manati,18.433005,-66.4758583
Illinois St. Charles,41.9141945,-88.3086867
Illinois Bardolph,40.4950406,-90.5645735
South Carolina Jefferson,34.6501547,-80.3889566
Michigan Lansing,42.732535,-84.5555347
New Mexico Belen,34.6627652,-106.7761546
Pennsylvania Grove City,41.15783769999999,-80.08867029999999
South Carolina Bennettsville,34.6173803,-79.68478139999999
New Hampshire Webster,43.3289663,-71.7178552
Utah West Valley City,40.6916132,-112.0010501
Virginia Not reported,37.4315734,-78.6568942
Maryland Calvert County,38.49495030000001,-76.5025742
Missouri Neosho,36.8689554,-94.36799599999999
California Fresno,36.7377981,-119.7871247
Alabama Ozark,31.459017,-85.640289
Germany Laupheim,48.2303503,9.8829174
Germany Thuringia,51.0109892,10.845346
Germany Kreis Steinfurt,52.144565,7.3334467
Florida Unknown,27.6648274,-81.5157535
Massachusetts Kingston,41.9932752,-70.7284785
Michigan Glennie,44.56056969999999,-83.725816
Ohio Logan,39.5400672,-82.4070986
United Kingdom Catterick,54.377353,-1.629923
United Kingdom Tycoch,51.6217222,-3.9872896
West Virginia Grafton,39.3409249,-80.0189659
California Thousand Oaks,34.1705609,-118.8375937
Canada Mill Cove,44.586575,-64.06331399999999
Canada Tatamagouche,45.70920479999999,-63.29418709999999
"Canada Lancaster, Ottawa",45.397285,-75.606816
Colorado Lafayette,39.9935959,-105.0897058
Denmark Unknown,NAN,NAN
California Woodland,38.67851570000001,-121.7732971
Missouri Joplin,37.08422710000001,-94.51328099999999
Texas Waco,31.549333,-97.1466695
Florida Brandon,27.937801,-82.2859247
North Carolina Wade,35.1629419,-78.7361323
Alabama Jackson,31.5090521,-87.8944435
Washington Maple Tree,47.6958402,-122.3175976
Minnesota White Bear Lake,45.0853814,-93.0081479
Ohio Middletown,39.5150576,-84.39827629999999
North Carolina Goldsboro,35.3848841,-77.9927651
Washington Roy,47.0042643,-122.539846
Ohio Greenville,40.1028264,-84.63301150000001
Nevada Fallon,39.4748693,-118.7770407
Maryland Wicomico,38.3941813,-75.667356
California Mendocino,39.3076744,-123.7994591
Oregon Coos Bay,43.3665007,-124.2178903
Alabama Montgomery,32.3792233,-86.3077368
South Carolina Richland,34.0412165,-80.9428911
Illinois Du Page,41.8243831,-88.0900762
Washington Lincoln,38.8892686,-77.050176
Massachusetts Cheshire,42.5620278,-73.162881
California Frazier Park,34.8227556,-118.9448219
Alabama Winfield,33.928993,-87.8172457
Mississippi Preston,32.9377816,-88.8485034
Maine Solon,44.949502,-69.85839100000001
